Clinic Name,Address,Telephone,Type
My Doctor's Place,"218 Bedok North Street 1, #01 - 41,
Singapore - 460218",Tel: 64449687,Type: Medical
My Family Clinic (Anchorvale),"326A Anchorvale Road, #01 - 260,
Singapore - 541326",Tel: 67023963,Type: Medical
MY FAMILY CLINIC (ANGSANA BREEZE @ YISHUN),"507 YISHUN AVENUE 4, #01 - 05,
Singapore - 760507",Tel: 67530178,Type: Medical
My Family Clinic (Choa Chu Kang),"475 Choa Chu Kang Avenue 3, #02 - 01, Sunshine Place,
Singapore - 680475",Tel: 67674566,Type: Medical
My Family Clinic (Clementi 325) Pte Ltd,"325 CLEMENTI AVE 5, #01 - 139,
Singapore - 120325",Tel: 67784608,Type: Medical
MY FAMILY CLINIC (CLEMENTI),"420A CLEMENTI AVENUE 1, #01 - 05, CASA CLEMENTI,
Singapore - 121420",Tel: 66942574,Type: Medical
My Family Clinic (Clementi),"420a Clementi Avenue 1, #01 - 05,
Singapore - 121420",Tel: 66942574,Type: Medical
My Family Clinic (Hougang Central),"804 Hougang Central, #01 - 118,
Singapore - 530804",Tel: 63852117,Type: Medical
My Family Clinic (Pioneer),"638 Jurong West Street 61, #02 - 09, Pioneer Mall,
Singapore - 640638",Tel: 68611182,Type: Medical
My Family Clinic (Punggol Central),"301 Punggol Central, #01 - 02,
Singapore - 820301",Tel: 68537351,Type: Medical
My Family Clinic (Rivervale),"11 Rivervale Crescent, #02 - 11A, Rivervale Mall,
Singapore - 545082",Tel: 68811978,Type: Medical
My Family Clinic (Segar),"485 SEGAR ROAD, #01 - 508,
Singapore - 670485",Tel: 67107269,Type: Medical
MY FAMILY CLINIC (SENJA),"628 Senja Road, #01 - 04,
Singapore - 670628",Tel: 63140638,Type: Medical
MY FAMILY CLINIC (ST GEORGE),"02 ST. GEORGE'S ROAD,
Singapore - 328023",Tel: 62922128,Type: Medical
My Family Clinic (Tanglin Halt),"46-2 Commonwealth Drive, #01 - 372,
Singapore - 140462",Tel: 64738920,Type: Medical
My Family Clinic (Toa Payoh Central),"79D Toa Payoh Central, #01 - 53,
Singapore - 314079",Tel: 62380301,Type: Medical
MY FAMILY CLINIC (WOODLANDS GLEN),"573 WOODLANDS DRIVE 16, #01 - 09,
Singapore - 730573",Tel: 66977700,Type: Medical
My Family Clinic (Woodlands),"768 Woodlands Avenue 6, #02 - 07, Woodlands Mart,
Singapore - 730768",Tel: 68840658,Type: Medical
My Family Dental Serangoon,"253 Serangoon Central Drive, #01 - 199,
Singapore - 550253",Tel: 62841192,Type: Dental
My Family Doctor (AMK),"330 Ang Mo Kio Avenue 1, #01 - 1803,
Singapore - 560330",Tel: 65530100,Type: Medical
MyHealth Medical Centre,"501 West Coast Drive, #01 - 256,
Singapore - 120501",Tel: 68726920,Type: Medical
Mysmile Dental Clinic,"108 Hougang Ave 1, #1 - 1307,
Singapore - 530108",Tel: 62808140,Type: Dental
N B THAM CLINIC PTE LTD,"08 WHAMPOA DRIVE,
Singapore - 327718",Tel: 62880739,Type: Medical
Nam Ah Dentist,"509 Bedok North Street 3, #01 - 95,
Singapore - 460509",Tel: 62511210,Type: Dental
Nam Fung Dental Surgery,"702 Geylang Road,
Singapore - 389618",Tel: 67473884,Type: Dental
Nam Sang Dental Surgery,"144 Upper Bukit Timah Road, #01 - 20, Beauty World Centre,
Singapore - 588177",Tel: 64621806,Type: Dental
NANYANG CENTRE CLINIC,"959 JURONG WEST ST 92, #01 - 162,
Singapore - 640959",Tel: 67910962,Type: Medical
National Clinic,"352 Clementi Avenue 2, #01 - 119,
Singapore - 120352",Tel: 67760127,Type: Medical
NCS MEDICAL CLINIC,"05 ANG MO KIO STREET 62, BLK A, #01 - 10, NCS HUB,
Singapore - 569141",Tel: 65568000,Type: Medical
Neecare Medical Centre,"371 Bukit Batok Street 31, #01 - 320,
Singapore - 650371",Tel: 65674990,Type: Medical
Neighbourhood Medical Clinic,"683 Hougang Avenue 8, #01 - 901,
Singapore - 530683",Tel: 63868689,Type: Medical
Neo Medical Centre,"120 Potong Pasir Avenue 1, #01 - 818,
Singapore - 350120",Tel: 62854210,Type: Medical
Neo Smiles Dental Studio,"214 Bedok North Street 1, #01 - 153,
Singapore - 460214",Tel: 64810800,Type: Dental
Neo Smiles Dental Studio Kovan,"210 Hougang St 21, #01 - 273,
Singapore - 530210",Tel: 63860700,Type: Dental
Neoh & Ong Medical Clinic,"2A Eunos Crescent, #01 - 2447,
Singapore - 401002",Tel: 67423322,Type: Medical
Neptune Dental Group,"42 Chai Chee Street, #01 - 64,
Singapore - 461042",Tel: 64421435,Type: Dental
Neptune Dental Group - Clementi,"320 Clementi Avenue 4, #01 - 25,
Singapore - 120320",Tel: 67787211,Type: Dental
Neptune Healthcare Medical And Surgery,"328 Tampines Street 32, #01 - 362,
Singapore - 520328",Tel: 67818030,Type: Medical
Neugen Dental,"631 Bedok Reservoir Road, #01 - 978,
Singapore - 470631",Tel: 64448915,Type: Dental
Neuglow Dental,"111 Somerset Road, #02 - 01/02, Tripleone Somerset,
Singapore - 238164",Tel: 67322237,Type: Dental
Neusmile Dental Group (Kovan) Pte Ltd,"9 Simon Road,
Singapore - 545895",Tel: 62860616,Type: Dental
New Dental Clinic@Sg Pte Ltd,"21 Choa Chu Kang North 6, #B1 - 24, Yew Tee Point,
Singapore - 689578",Tel: 66342535,Type: Dental
New Health Family Clinic,"108 Depot Road, #01 - 08, Depot Heights Shopping Centre,
Singapore - 100108",Tel: 62786200,Type: Medical
New Life Dental Surgery,"218 Bedok North Street 1, #01 - 29,
Singapore - 460218",Tel: 64411075,Type: Dental
New Town Clinic,"11 Upper Boon Keng Road, #01 - 929,
Singapore - 380011",Tel: 67485259,Type: Medical
New Town Clinic Pte Ltd,"59 New Upper Changi Road, #01 - 1224,
Singapore - 461059",Tel: 64431784,Type: Medical
Newcastle Clinic Pte. Ltd.,"541 Orchard Road, #18 - 02A, Liat Towers,
Singapore - 238881",Tel: 67362322,Type: Medical
NEWEST MEDICAL AND LASER CLINIC PTE LTD,"01 WEST COAST DRIVE, #01 - 49/50, NEWEST,
Singapore - 128020",Tel: 62660451,Type: Medical
Newlife Dental Practice Pte. Ltd.,"12 Eu Tong Sen Street, #05 - 171, The Central,
Singapore - 059819",Tel: 62222641,Type: Dental
Newlife Family Clinic & Surgery Pte Ltd,"61 Teban Gardens Road, #01 - 20,
Singapore - 600061",Tel: 65663770,Type: Medical
Newport Dental,"1 Stadium Place, #01 - 08, Kallang Wave Mall,
Singapore - 397628",Tel: 68014007,Type: Dental
Nf Dentismile,"3 Temasek Boulevard, #03 - 317,
Singapore - 038983",Tel: 62350268,Type: Dental
Nf Dentismile @ Marinasq,"6 Raffles Boulevard, #B1 - 11, Marina Square,
Singapore - 039594",Tel: 62278885,Type: Dental
Ng & Lum Dental Surgery,"8 Wilkie Road, #01 - 01, Wilkie Edge,
Singapore - 228095",Tel: 63363813,Type: Dental
Ng Dental Surgery (AMK),"226C Ang Mo Kio Avenue 1 Street 22, #01 - 649,
Singapore - 563226",Tel: 64593065,Type: Dental
Ng Dental Surgery (Jurong Town),"63 Yung Kuang Road, #01 - 71,
Singapore - 610063",Tel: 62651272,Type: Dental
Ngoi Dental Surgery,"526 Jurong West Street 52, #01 - 317,
Singapore - 640526",Tel: 65612072,Type: Dental
Noble Dental Surgery,"414 Yishun Ring Road, #01 - 1849,
Singapore - 760414",Tel: 67594828,Type: Dental
Noble Dental Surgery @Bedok Central,"219 Bedok Central, #01 - 126, Multi Storey Car Park,
Singapore - 460219",Tel: 65561126,Type: Dental
Nofrills Dental,"06 Raffles Boulevard, Marina Square,
Singapore - 39594",Tel: 63377319,Type:
Northeast (Jurong West) Medical Centre Pte Ltd,"456 Jurong West Street 41, #01 - 744,
Singapore - 640456",Tel: 65630484,Type: Medical
NORTHEAST MEDICAL GROUP (AMK),"2450 ANG MO KIO AVENUE 8, #01 - 02, ANG MO KIO MRT STATION,
Singapore - 569811",Tel: 63910274,Type: Medical
Northeast Medical Group (Bedok),"531 Bedok North Street 3, #01 - 692,
Singapore - 460531",Tel: 64412402,Type: Medical
Northeast Medical Group (Bukit Batok),"10 Bukit Batok Central, #01 - 01,
Singapore - 650633",Tel: 62661442,Type: Medical
Northeast Medical Group (Buona Vista),"25 Ghim Moh Link, #01 - 10,
Singapore - 270025",Tel: 66943282,Type: Medical
Northeast Medical Group (Kallang),"39 Jalan Tiga Pine Green, #01 - 01,
Singapore - 390039",Tel: 62413298,Type: Medical
Northeast Medical Group (Raffles Place),"22 Malacca Street, #13 - 03, RB Capital Building,
Singapore - 048980",Tel: 65572770,Type: Medical
Northeast Medical Group (Sengkang),"05 Sengkang Square, #01 - 05, Sengkang MRT Station,
Singapore - 545062",Tel: 68755911,Type: Medical
Northeast Medical Group (Simei),"30 Simei Street 3, #02 - 01, Simei Mrt Station,
Singapore - 529888",Tel: 67838638,Type: Medical
Northeast Medical Group (Tampines),"20 Tampines Central 1, #01 - 25, Tampines Mrt Station,
Singapore - 529538",Tel: 67867848,Type: Medical
Northland Family Clinic & Surgery,"640 Yishun Street 61, #01 - 198,
Singapore - 760640",Tel: 67535181,Type: Medical
NORWOOD MEDICAL CLINIC,"785E WOODLANDS RISE, #01 - 02,
Singapore - 735785",Tel: 69373576,Type: Medical
Nour!sh Dental Care & Implants,"132 East Coast Road,
Singapore - 428817",Tel: 63440091,Type: Dental
Novena Dental Aesthetic Practice Pte Ltd Centre For Aesthetic Dentistry,"10 Sinaran Drive, #09 - 34, Novena Medical Center,
Singapore - 307506",Tel: 63977097,Type: Dental
Novena Medical Center Family Clinic,"10 Sinaran Drive, #11 - 19, Square 2,
Singapore - 307506",Tel: 63977318,Type: Medical
Novo Vita Clinic And Surgery,"131 Jalan Bukit Merah, #01 - 1573,
Singapore - 160131",Tel: 62722983,Type: Medical
Nuffield Dental Kovan,"2 Kovan Road, #01 - 03, Simon Plaza,
Singapore - 548008",Tel: 62814313,Type: Dental
Nuffield Dental Seletar Private Limited,"1 Seletar Road, #01 - 07/08, The Greenwich V,
Singapore - 807011",Tel: 62814261,Type: Dental
Nuffield Dental Serangoon Gardens,"57 Serangon Garden Way,
Singapore - 555953",Tel: 62807909,Type: Dental
Nuffield Dental Siglap,"914 East Coast Road, #1 - 03,
Singapore - 459108",Tel: 66361303,Type: Dental
Nuffield Dental Simpang Bedok,"430 Upper Changi Road, #01 - 63, East Village,
Singapore - 487048",Tel: 67023238,Type: Dental
NUFFIELD MEDICAL SIGLAP,"914 EAST COAST ROAD, #01 - 03, THE DOMAIN,
Singapore - 459108",Tel: 66363083,Type: Medical
Nuhealth Medical Centre,"01 Woodlands Road, #01 - 23, Junction 10,
Singapore - 677899",Tel: 62199298,Type: Medical
Nutramed Clinic,"01 Grange Road, #10 - 10, Orchard Building,
Singapore - 239693",Tel: 67350706,Type: Medical
Nyam Family Clinic,"296 Bedok Road, Bedok Shopping Complex,
Singapore - 469452",Tel: 64460069,Type: Medical
O2 Medical Clinic,"527D PASIR RIS STREET 51, #01 - 05,
Singapore - 514527",Tel: 63849443,Type: Medical
Oasis Family Clinic,"56 New Upper Changi Road, #01 - 1322,
Singapore - 461056",Tel: 64488055,Type: Medical
OC MEDICAL RAFFLES PLACE,"01 RAFFLES PLACE, #04 - 12/13/14/15, ONE RAFFLES PLACE,
Singapore - 48616",Tel: 63522639,Type: Medical
OEI & KHO CLINIC AND SURGERY,"18 LORONG 7 TOA PAYOH, #01 - 250,
Singapore - 310018",Tel: 62501328,Type: Medical
OGL MEDICAL CENTERS,"10 SINARAN DRIVE, #10 - 31, SQUARE 2,
Singapore - 307506",Tel: 69099910,Type: Medical
Oliver Dental Surgery P L,"242 Tanjong Katong Road,
Singapore - 437030",Tel: 63453125,Type: Dental
Oliver Dental Surgery Pte Ltd,"1 Orchard Boulevard, #12 - 08/09, Camden Centre,
Singapore - 248649",Tel: 67347590,Type: Dental
Omni Dental Centre,"260 Orchard Road, #08 - 05, The Heeren,
Singapore - 238855",Tel: 67377375,Type: Dental
One Medical Clinic,"728 Jurong West Avenue 5, #01 - K1,
Singapore - 640728",Tel: 67922143,Type: Medical
One-north Dental,"01 Fusionopolis Place, #01 - 03, Galaxis,
Singapore - 138522",Tel: 87180706,Type:
ONECARE CLINIC ALJUNIED MRT,"81 LORONG 25 GEYLANG, #01 - 03, ALJUNIED MRT STATION,
Singapore - 388310",Tel: 63522639,Type: Medical
ONECARE CLINIC AMK CHENG SAN PTE LTD,"531 ANG MO KIO AVENUE 10, #01 - 2447, CHENG SAN CENTRE,
Singapore - 560531",Tel: 63522639,Type: Medical
Onecare Clinic Boon Lay,"221 Boon Lay PLace, #01 - 152, Boon Lay Shopping Centre,
Singapore - 640221",Tel: 62611580,Type: Medical
Onecare Clinic Bukit Batok,"630 BUKIT BATOK CENTRAL, #01 - 148,
Singapore - 650630",Tel: 62611580,Type: Medical
ONECARE CLINIC BUKIT GOMBAK MRT,"802 BUKIT BATOK WEST AVENUE 5, #01 - 16, BUKIT GOMBAK MRT STATION,
Singapore - 659083",Tel: 63522639,Type: Medical
Onecare Clinic Bukit Panjang,"547 SEGAR ROAD, #01 - 05, MULTI STOREY CAR PARK,
Singapore - 670547",Tel: 65636913,Type: Medical
ONECARE CLINIC CANBERRA,"105 CANBERRA STREET, #01 - 09,
Singapore - 750105",Tel: 63522639,Type: Medical
Onecare Clinic Choa Chu Kang,"810 CHOA CHU KANG AVENUE 7, #01 - 09, MULTI STOREY CAR PARK,
Singapore - 680810",Tel: 63522639,Type: Medical
ONECARE CLINIC CLEMENTI,"449 CLEMENTI AVENUE 3, #01 - 241,
Singapore - 120449",Tel: 63522639,Type: Medical
ONECARE CLINIC FERNVALE,"417 FERNVALE LINK, #01 - 10,
Singapore - 790417",Tel: 63522639,Type: Medical
Onecare Clinic Hougang,"104 Hougang Avenue 1, #01 - 1125,
Singapore - 530104",Tel: 65250325,Type: Medical
ONECARE CLINIC HOUGANG AVE 8,"681 HOUGANG AVENUE 8, #01 - 835,
Singapore - 530681",Tel: 63522639,Type: Medical
Onecare Clinic Loyang,"258 PASIR RIS STREET 21, #02 - 14, LOYANG POINT,
Singapore - 510258",Tel: 63857435,Type: Medical
Onecare Clinic Marine Parade,"81 MARINE PARADE CENTRAL, #01 - 644,
Singapore - 440081",Tel: 63441620,Type: Medical
ONECARE CLINIC PUNGGOL PLAZA,"168 PUNGGOL FIELD, #02 - 09A, PUNGGOL PLAZA,
Singapore - 820168",Tel: 63522639,Type: Medical
Onecare Clinic Tampines,"827 Tampines street 81, #01 - 142c,
Singapore - 520827",Tel: 64435938,Type: Medical
ONECARE CLINIC TAMPINES MRT,"20 TAMPINES CENTRAL 1, #01 - 27, TAMPINES MRT STATION,
Singapore - 529538",Tel: 63522639,Type: Medical
Onecare Clinic Tiong Bahru,"11A BOON TIONG ROAD, #01 - 08,
Singapore - 161011",Tel: 62611580,Type: Medical
ONECARE CLINIC WOODLANDS,"04 Woodlands Street 12, #02 - 57,
Singapore - 738623",Tel: 63522639,Type: Medical
Onecare Clinic Yishun,"431 YISHUN AVENUE 1, #01 - 04, MULTI STOREY CAR PARK,
Singapore - 760431",Tel: 63342373,Type: Medical
Onedoctors Family Clinic (AMK),"710 Ang Mo Kio Avenue 8, #01 - 2613,
Singapore - 560710",Tel: 65542918,Type: Medical
OneDoctors Family Clinic (Holland Village),"253 Holland Avenue, #02 - 01,
Singapore - 278982",Tel: 64698938,Type: Medical
OneDoctors Family Clinic (Punggol),"83 PUNGGOL CENTRAL, #02 - 17, WATERWAY POINT,
Singapore - 828761",Tel: 63858018,Type: Medical
OneDoctors Family Clinic (Yishun),"846 Yishun Ring Road, #01 - 3611,
Singapore - 760846",Tel: 62578980,Type: Medical
Onedoctors Medical Centre (Serangoon),"23 Serangoon Central, #01 - 54/55, NEX,
Singapore - 556083",Tel: 66344918,Type: Medical
Onelife family clinic,"534 Choa Chu Kang Street 51, #01 - 41,
Singapore - 680534",Tel: 67600782,Type: Medical
ONENESS MEDICAL,"31 HOLLAND CLOSE, #01 - 231,
Singapore - 270031",Tel: 69372120,Type: Medical
Ong And Lim Dental Surgery,"531 Upper Cross Street, #02 - 40, Hong Lim Complex,
Singapore - 050531",Tel: 65351259,Type: Dental
ONG CLINIC & SURGERY (YISHUN),"293 YISHUN STREET 22, #01 - 223,
Singapore - 760293",Tel: 92374141,Type: Medical
Ong Clinic & Surgery Pte Ltd,"265 Bukit Batok East Avenue 4, #01 - 387,
Singapore - 650265",Tel: 67695704,Type: Medical
Ong Medical Clinic,"316B Ang Mo Kio Street 31, #01 - 10,
Singapore - 563316",Tel: 64523586,Type: Medical
Ong's Clinic,"175 Bencoolen Street, #01 - 44, Burlington Square,
Singapore - 189649",Tel: 63371814,Type: Medical
Oral-Health Dental Surgery,"253 Choa Chu Kang Avenue 1, #01 - 22, Keat Hong Shopping Centre,
Singapore - 680253",Tel: 67663819,Type: Dental
Orange Dental Clinic,"160 Yishun Street 11, #01 - 210,
Singapore - 760160",Tel: 67555106,Type: Dental
Orchard Dental Surgery,"150 Orchard Road, #04 - 41, Orchard Plaza,
Singapore - 238841",Tel: 62353355,Type: Dental
Orchard Group Clinic,"545 Orchard Road, #12 - 04, Far East Shopping Centre,
Singapore - 238882",Tel: 67344989,Type: Medical
Orchard Scotts Dental,"501 Orchard Road, #05 - 08, Wheelock Place,
Singapore - 238880",Tel: 67329939,Type: Dental
Orchard Scotts Dental : Aesthetics And Implant Center Pte. Ltd.,"541 Orchard Road, #07 - 02, Liat Towers,
Singapore - 238881",Tel: 67340739,Type: Dental
Orient Dental Clinic,"345 Jurong East Street 31, #01 - 13,
Singapore - 600345",Tel: 64255800,Type: Dental
Orthosmile Dental Practice Llp,"10 Sinaran Drive, #09 - 29, Novena Medical Center @ Square 2,
Singapore - 307506",Tel: 63976880,Type: Dental
Our Family Clinic & Surgery Pte Ltd (Jalan Batu),"08 Jalan Batu, #01 - 15,
Singapore - 431008",Tel: 64470847,Type: Medical
Our Family Clinic + Surgery (Pasir Ris),"221 Pasir Ris Street 21, #01 - 116,
Singapore - 510221",Tel: 65851859,Type: Medical
Our Family Physician Clinic & Surgery,"829 Tampines Street 81, #01 - 292,
Singapore - 520829",Tel: 67850147,Type: Medical
Oxford Medical Centre,"735 Pasir Ris Street 72, #02 - 330, Pasir Ris West Plaza,
Singapore - 510735",Tel: 65851496,Type: Medical
P TAN FAMILY MEDICINE CLINIC,"503 BISHAN STREET 11, #01 - 464,
Singapore - 570503",Tel: 62557545,Type: Medical
Pacific Dental,"9 Scotts Road, #10 - 07, Pacific Plaza,
Singapore - 228210",Tel: 66943233,Type: Dental
Pacific Healthcare Specialist Centre,"290 Orchard Road, #12 - 01, Paragon,
Singapore - 238859",Tel: 68836977/88770688,Type: Medical and Dental
Pacific Medical & Dental Group (Dental),"716 Yishun Street 71, #01 - 270,
Singapore - 760716",Tel: 67524050,Type: Dental
Pacific Medical & Dental Group (Medical),"716 Yishun Street 71, #01 - 270,
Singapore - 760716",Tel: 67524050,Type: Medical
PACIFIC MEDICAL CLINIC,"290 ORCHARD ROAD, #12 - 01, PARAGON,
Singapore - 238859",Tel: 67341433,Type: Medical
Pan Island Clinic & Surgery,"632 Bedok Reservoir Road, #01 - 804,
Singapore - 470632",Tel: 64453747,Type: Medical
Pan Island Dental Surgery,"632 Bedok Reservoir Road, #01 - 804,
Singapore - 470632",Tel: 64453852,Type: Dental
Pancare Medical Clinic,"133 ANG MO KIO AVENUE 3, #01 - 1651, KEBUN BARU SPRING,
Singapore - 560133",Tel: 64010927,Type: Medical
Pandan Clinic Pte Ltd,"415 Pandan Gardens, #01 - 115,
Singapore - 600415",Tel: 65603186,Type: Medical
Pang & Ng Dental Surgery (Bishan) Pte. Ltd.,"150A Bishan Street 11, #01 - 177,
Singapore - 571150",Tel: 63535688,Type: Dental
Pang & Ng Dental Surgery (Hougang) Pte. Ltd.,"201 Hougang Street 21, #01 - 05,
Singapore - 530201",Tel: 62878961,Type: Dental
Pang Dental Surgery,"6 Sin Ming Road, #01 - 11, Sin Ming Plaza Tower 2,
Singapore - 575585",Tel: 64520177,Type: Dental
PanHealth Family Clinic,"312B SUMANG LINK, #01 - 03,
Singapore - 822312",Tel: 63234415,Type: Medical
PANHEALTH FAMILY CLINIC (HOUGANG),"932B HOUGANG AVENUE 9, #01 - 02, HOUGANG CRIMSON,
Singapore - 532932",Tel: 69660595,Type: Medical
Paragon Dental Centre,"258 Pasir Ris Street 21, #02 - 323,
Singapore - 510258",Tel: 65820623,Type: Dental
Paramount Dental Clinic,"108 Hougang Avenue 1, #01 - 1275,
Singapore - 530108",Tel: 62889147,Type: Dental
Pariqua Clinic,"47 Bendemeer Road, #01 - 1463,
Singapore - 330047",Tel: 62921351,Type: Medical
Parklane Medical Centre,"35 Selegie Road, #02 - 25A, Parklane Shopping Mall,
Singapore - 188307",Tel: 63368278,Type: Medical
Parkway Dental Practice,"9 Scotts Road, #12 - 02, Pacific Plaza,
Singapore - 228210",Tel: 68369808,Type: Dental
PARKWAY SHENTON MEDICAL GROUP,"681 PUNGGOL DRIVE, #01 - 01,
Singapore - 820681",Tel: 62277777,Type: Medical
PARKWAY SHENTON MEDICAL GROUP (Bukit Panjang Plaza),"01 JELEBU ROAD, #03 - 02, BUKIT PANJANG PLAZA,
Singapore - 677743",Tel: 62277777,Type: Medical
PARKWAY SHENTON MEDICAL GROUP (Kovan Heartland Mall),"205 HOUGANG STREET 21, #03 - 20, HEARTLAND MALL - KOVAN,
Singapore - 530205",Tel: 62277777,Type: Medical
Parkway Shenton Medical Group (Robinson Road),"50 Robinson Road, #01 - 03, Robinson Suites,
Singapore - 068882",Tel: 62223626,Type: Medical
Parkway Shenton Medical Group (Singapore Post Centre),"10 EUNOS ROAD 8, #05 - 02, SINGAPORE POST CENTRE,
Singapore - 408600",Tel: 68488018,Type: Medical
Parsons Medical Clinic Pte Ltd,"779 Yishun Avenue 2, #01 - 1541,
Singapore - 760779",Tel: 64846010,Type: Medical
Pasir Ris Clinic & Surgery,"442 Pasir Ris Drive 6, #01 - 28,
Singapore - 510442",Tel: 65820502,Type: Medical
Peace Family Clinic,"371 Woodlands Avenue 1, #01 - 821,
Singapore - 730371",Tel: 62690466,Type: Medical
Peace Family Clinic & Surgery,"406 Sembawang Drive, #01 - 820,
Singapore - 750406",Tel: 65556674,Type: Medical
Peace Family Clinic (WL 832) Pte Ltd,"832 Woodlands Street 83, #01 - 71,
Singapore - 730832",Tel: 63634357,Type: Medical
Peace Family Clinic And Surgery (AMK),"452 Ang Mo Kio Avenue 10, #01 - 1787,
Singapore - 560452",Tel: 64516558,Type: Medical
Penn Pacific Dental Center,"160 Robinson Road, #05 - 14, SBF Centre,
Singapore - 068914",Tel: 69048482,Type:
People's Dental Surgery,"1 Rochor Road, #03 - 516, Rochor Centre,
Singapore - 180001",Tel: 62927629,Type: Dental
Phoenix Clinic & Surgery,"150 Jalan Teck Whye, #01 - 43,
Singapore - 680150",Tel: 67675345,Type: Medical
PHOENIX MEDICAL GROUP ( CACTUS ),"07 ANG MO KIO STREET 66, #01 - 17, FLORAVISTA,
Singapore - 567708",Tel: 65553512,Type: Medical
Phoenix Medical Group (Hillview),"04 Hillview Rise, #02 - 20, HillV2,
Singapore - 667979",Tel: 67107157,Type: Medical
PHOENIX MEDICAL GROUP (PAYA LEBAR),"60 PAYA LEBAR ROAD, #02 - 09, PAYA LEBAR SQUARE,
Singapore - 409051",Tel: 67022940,Type: Medical
Phoenix Medical Group (Seletar),"01 Seletar Road, #02 - 11, Greenwich V,
Singapore - 807011",Tel: 65553512,Type: Medical
Phoon Clinic & Surgery,"632 Bedok Reservoir Road, #01 - 828,
Singapore - 470632",Tel: 64452119,Type: Medical
PHYSICIANS PRACTICE FAMILY MEDICAL CENTER,"101 THOMSON ROAD, #01 - 17, UNITED SQUARE,
Singapore - 307591",Tel: 62548182,Type: Medical
Picton Medical Centre Pte Ltd,"163 Toa Payoh Lorong 1, #01 - 1012/1014,
Singapore - 310163",Tel: 63541220,Type: Medical
Pidemco Medical Centre,"156 Yishun Street 11, #01 - 112,
Singapore - 760156",Tel: 67560606,Type: Medical
Pier Medical Centre,"725 Jurong West Avenue 5, #B1 - 164,
Singapore - 640725",Tel: 67915677,Type: Medical
PINETREE MEDICAL CLINIC,"86 BEDOK NORTH STREET 4, #01 - 175,
Singapore - 460086",Tel: 66791149,Type: Medical
Pinnacle Dental (Tampines Avenue 4),"801 Tampines Avenue 4, #01 - 263,
Singapore - 520801",Tel: 67885530,Type: Dental
Pinnacle Dental Group (Yishun),"927 Yishun Central 1, #01 - 163,
Singapore - 760927",Tel: 67572202,Type: Dental
Pinnacle Dental Group Pte Ltd,"230 Orchard Road, #05 - 236, Faber House,
Singapore - 238854",Tel: 62355235,Type: Dental
PINNACLE FAMILY CLINIC (BUANGKOK SQUARE),"991 BUANGKOK LINK, #02 - 05, BUANGKOK SQUARE,
Singapore - 530991",Tel: 69099203,Type: Medical
PINNACLE FAMILY CLINIC (COMPASSVALE),"289C COMPASSVALE CRESCENT, #01 - 04,
Singapore - 543289",Tel: 63861089,Type: Medical
Pinnacle Family Clinic (River Valley),"240 River Valley Road,
Singapore - 238297",Tel: 68366986,Type: Medical
PINNACLE FAMILY CLINIC (SERANGOON NORTH),"518 SERANGOON NORTH AVENUE 4, #B1 - 208,
Singapore - 550518",Tel: 62193910,Type: Medical
PINNACLE FAMILY CLINIC (WOODLANDS),"573 WOODLANDS DRIVE 16, #01 - 06,
Singapore - 730573",Tel: 67601623,Type: Medical
Pioneer Medicare,"03 Soon Lee Street, #01 - 08,
Singapore - 627606",Tel: 63397422,Type: Medical
Pj Clinic,"36 Beo Crescent, #01 - 49,
Singapore - 160036",Tel: 62727818,Type: Medical
PK Ang Family Clinic & Surgery,"106 Hougang Avenue 1, #01 - 1225,
Singapore - 530106",Tel: 62843022,Type: Medical
Planet Dental Centre (AMK),"722 Ang Mo Kio Ave 8, #01 - 2835,
Singapore - 560722",Tel: 64581223,Type: Dental
Planet Dental Centre (Simei),"30 Simei Street 3, #02 - 1, Simei MRT Station,
Singapore - 529888",Tel: 67820233,Type: Dental
PLATINUM MEDICAL CENTRE @DORM,"28 TOH GUAN ROAD EAST, #01 - 01, (MEZZANINE FLOOR),
Singapore - 608596",Tel: 65656338,Type: Medical
Platinum Medical Centre pte ltd,"504 YISHUN STREET 51, #01 - 02, MULTI STOREY CAR PARK,
Singapore - 760504",Tel: 62571134,Type: Medical
PLATINUM MEDICAL CLINIC AND SURGERY PTE LTD,"513 YISHUN STREET 51, #01 - 03, SARACA BREEZE @ YISHUN,
Singapore - 760513",Tel: 69740800,Type: Medical
Plaza Dental,"400 Balestier Road, #01 - 43, Balestier Plaza,
Singapore - 329802",Tel: 62529960,Type: Dental
Plushealth Medical Clinic & Surgery,"89 WHAMPOA DRIVE, #01 - 841,
Singapore - 320089",Tel: 62647845,Type: Medical
POINT MEDICAL GROUP (TAMAN JURONG),"399 YUNG SHENG ROAD, #01 - 31, TAMAN JURONG SHOPPING CENTRE,
Singapore - 610399",Tel: 62656587,Type: Medical
Polygems (pg) Dental Care Pte Ltd,"305 Woodlands St 31, #01 - 87,
Singapore - 730305",Tel: 66654233,Type: Dental
Polygems Dental Care (Yishun),"507 Yishun Ave 4, #01 - 06,
Singapore - 760507",Tel: 69090888,Type: Dental
Poon & Phay Dental Surgeons Pte Ltd,"8 Sinaran Drive, #05 - 01, Novena Specialist Centre,
Singapore - 307470",Tel: 63375365,Type: Dental
Popular Dental (Woodlands) Pte Ltd,"888 Woodlands Drive 50, #01 - 739, 888 Plaza,
Singapore - 730888",Tel: 63658110,Type: Dental
